Date,Employed_Person_FT_SA,Employed_Person_PT_SA,Employed_Person_SA,Unemployed_Person_SA,Unemployed_Rate_SA,Unemployed_Rate_M_SA,Unemployed_Rate_F_SA,Participation_Rate_SA,Employment_Population_Ratio_SA,Employment_Population_Ratio_M_SA,Employment_Population_Ratio_F_SA,NILF,Underemployed_SA,Underemployed_Ratio_SA,Underemployed_Ratio_M_SA,Underemployed_Ratio_F_SA,Under_utilized_rate_SA
Feb-1978,5079.6,918.1,5997.7,426.9,6.6,5.6,8.5,61.2,57.2,75,39.8,4020.9,163.9,2.7,1.8,4.4,9.2
Mar-1978,5095.4,907.8,6003.2,403.9,6.3,5.3,8.1,61,57.1,75,39.8,4043.2,155.7,2.6,1.7,4.2,8.7
Apr-1978,5119.6,911.2,6030.9,403.3,6.3,5.4,7.9,61.2,57.3,75,40.2,4061.1,166.6,2.8,1.7,4.6,8.9
May-1978,5119,914.3,6033.4,399.5,6.2,5.2,7.9,61.1,57.3,74.8,40.2,4094,168.4,2.8,1.7,4.8,8.8
Jun-1978,5104.1,929.7,6033.8,406,6.3,5.5,7.7,61.1,57.2,74.7,40.2,4118.5,171.6,2.8,1.7,4.9,9
Jul-1978,5096.6,933.9,6030.5,400.2,6.2,5.4,7.7,60.9,57.1,74.4,40.3,4138.7,176.1,2.9,1.9,4.8,9
Aug-1978,5098.2,938.1,6036.4,419,6.5,5.6,8,61.1,57.1,74.3,40.4,4166.8,175.8,2.9,1.9,4.8,9.2
Sep-1978,5105.9,923.8,6029.7,402.2,6.3,5.5,7.6,60.8,57,74.1,40.2,4175.3,170.8,2.8,1.9,4.5,8.9
Oct-1978,5107.7,928,6035.8,396.5,6.2,5.4,7.5,60.7,57,74.2,40.2,4182.1,167.9,2.8,1.9,4.3,8.8
Nov-1978,5103.8,924.4,6028.2,407.6,6.3,5.5,7.8,60.6,56.8,74.1,40,4206.3,162.2,2.7,1.8,4.3,8.9
Dec-1978,5112.8,940.5,6053.3,414.3,6.4,5.5,8.1,60.8,57,74.3,40.1,4059.1,161.1,2.7,1.9,4,8.9
Jan-1979,5122,930.5,6052.5,411.9,6.4,5.4,8,60.7,56.9,74.2,40,4222.5,165.3,2.7,1.8,4.4,8.9
Feb-1979,5129.6,934,6063.6,404.8,6.3,5.3,7.9,60.7,56.9,74.3,40,4151.9,170.8,2.8,1.9,4.5,8.9
Mar-1979,5124.5,931.4,6055.9,407.4,6.3,5.4,7.9,60.5,56.7,74.2,39.7,4155.3,162.8,2.7,1.8,4.3,8.8
Apr-1979,5121.3,943.5,6064.8,421.5,6.5,5.5,8.2,60.7,56.7,74.2,39.7,4183.8,184.9,3,2.2,4.6,9.3
May-1979,5118.8,951.7,6070.5,401.5,6.2,5.2,7.9,60.4,56.7,74.3,39.6,4230.8,178.2,2.9,2,4.7,9
Jun-1979,5153.1,946.3,6099.3,406.8,6.3,5.2,8.1,60.7,56.9,74.3,39.9,4235.6,178.5,2.9,2.1,4.4,9
Jul-1979,5148.5,949,6097.5,408.2,6.3,5.1,8.3,60.6,56.8,74.3,39.8,4245.4,177.5,2.9,2,4.5,9
Aug-1979,5167,947.9,6114.9,398.5,6.1,5,8.2,60.6,56.9,74.5,39.8,4294.6,173.9,2.8,1.9,4.6,8.8
Sep-1979,5162.1,955.1,6117.3,406.7,6.2,5,8.4,60.6,56.8,74.3,39.8,4208.7,174.7,2.9,1.8,4.7,8.9
Oct-1979,5186.1,965.9,6152,419.6,6.4,5,8.7,61,57.1,74.3,40.3,4225.8,176.1,2.9,1.9,4.6,9.1
Nov-1979,5207.8,972.7,6180.5,397.7,6,4.8,8.1,60.9,57.2,74.5,40.5,4245.2,183.9,3,1.9,4.8,8.8
Dec-1979,5211.5,972.5,6184,403.2,6.1,5,8.1,60.9,57.2,74.4,40.5,4128,190.1,3.1,2,4.9,9
Jan-1980,5217.5,987.3,6204.8,406.4,6.1,5.2,7.8,61.1,57.3,74.3,40.8,4274.5,190.1,3.1,2,4.9,9
Feb-1980,5242.6,979.3,6221.9,397.1,6,5,7.7,61,57.4,74.3,41,4188.4,188.3,3,2,4.9,8.8
Mar-1980,5253.3,980,6233.2,393.4,5.9,5,7.5,61,57.4,74.2,41.1,4166.7,193.4,3.1,1.9,5.1,8.9
Apr-1980,5260.8,985.5,6246.4,406.9,6.1,5.2,7.7,61.2,57.4,74.2,41.1,4242.8,190.1,3,2,4.8,9
May-1980,5303.8,964.4,6268.2,417.6,6.2,5.3,7.8,61.4,57.5,74.5,41.2,4202,189.1,3,2,4.9,9.1
Jun-1980,5282.9,992.5,6275.4,423.6,6.3,5.2,8.2,61.4,57.5,74.2,41.3,4230.5,195.8,3.1,2.1,4.9,9.2
Jul-1980,5294.6,1012,6306.6,408.1,6.1,5.1,7.7,61.5,57.7,74.3,41.6,4222.4,193.1,3.1,2,5,9
Aug-1980,5307.1,1008.6,6315.8,415.9,6.2,5.2,7.9,61.5,57.7,74.4,41.5,4264.9,200.8,3.2,2.1,5.1,9.2
Sep-1980,5296.1,1022,6318,413.5,6.1,5.1,7.9,61.4,57.6,74.3,41.5,4192,202.5,3.2,2.1,5.2,9.2
Oct-1980,5296.4,1010.5,6307,406.6,6.1,4.9,8,61.2,57.5,74.3,41.2,4278.5,197.5,3.1,1.9,5.2,9
Nov-1980,5298.1,1030.5,6328.6,393.3,5.9,4.7,7.8,61.1,57.5,74.4,41.2,4295.4,195.3,3.1,1.9,5.1,8.8
Dec-1980,5327.1,1024.5,6351.5,409.2,6.1,4.9,8,61.4,57.6,74.6,41.2,4156.8,188.6,3,1.9,4.9,8.8
Jan-1981,5340.3,1016.6,6356.9,399.8,5.9,4.9,7.6,61.2,57.6,74.5,41.2,4350.1,193.2,3,2,4.9,8.8
Feb-1981,5349.2,1023.7,6372.9,379.3,5.6,4.7,7.2,61.1,57.6,74.6,41.2,4272.8,189.9,3,1.8,5,8.4
Mar-1981,5340.5,1036.4,6376.9,388.8,5.7,4.7,7.5,61.1,57.6,74.6,41,4237.9,193.7,3,1.9,5.1,8.6
Apr-1981,5379.4,1024.7,6404.2,376.7,5.6,4.6,7.2,61.1,57.7,74.6,41.4,4287.8,188.2,2.9,1.8,5,8.3
May-1981,5363.7,1041.6,6405.3,379.2,5.6,4.6,7.2,61.1,57.7,74.5,41.3,4318.5,189.3,3,1.9,4.9,8.4
Jun-1981,5380.7,1040.2,6420.8,364.7,5.4,4.5,6.9,61,57.7,74.4,41.5,4360.3,180.3,2.8,1.6,4.9,8
Jul-1981,5383.3,1035.1,6418.4,397.2,5.8,4.8,7.6,61.1,57.6,74.4,41.3,4343.2,197.8,3.1,2,4.9,8.7
Aug-1981,5393.5,1041.1,6434.6,399.6,5.8,4.8,7.6,61.2,57.6,74.3,41.4,4391.2,184.7,2.9,1.9,4.6,8.5
Sep-1981,5411.4,1048.2,6459.6,398.7,5.8,5,7.2,61.3,57.8,74.2,41.8,4287.6,186.1,2.9,1.9,4.6,8.5
Oct-1981,5390.5,1039.4,6429.9,401.2,5.9,5,7.3,61,57.4,73.6,41.6,4385.3,190.2,3,1.9,4.7,8.7
Nov-1981,5386.7,1030.3,6417,409.3,6,5.1,7.5,60.8,57.2,73.5,41.3,4416.6,192.2,3,2,4.8,8.8
Dec-1981,5414,1016.1,6430.1,412.5,6,5.1,7.6,60.8,57.2,73.5,41.4,4300.8,199.4,3.1,2,5,8.9
Jan-1982,5433.9,1034,6467.9,411.6,6,5,7.6,61.1,57.4,73.9,41.5,4466.7,204.5,3.2,1.9,5.3,9
Feb-1982,5417.8,1032.7,6450.5,434.4,6.3,5.3,8,61,57.2,73.6,41.2,4364.9,197.3,3.1,2,4.9,9.2
Mar-1982,5403.7,1039.9,6443.5,435,6.3,5.4,7.9,60.8,57,73.3,41.1,4345.6,202.5,3.1,2,5.2,9.3
Apr-1982,5402.9,1052.6,6455.5,436.6,6.3,5.4,7.8,60.9,57,73.3,41.2,4454.4,208.8,3.2,2.2,5.1,9.4
May-1982,5386.1,1046.9,6433,454.1,6.6,5.7,8.2,60.7,56.7,73,41,4449.8,218,3.4,2.4,5.1,9.8
Jun-1982,5374.2,1046.7,6420.8,466.1,6.8,5.8,8.4,60.6,56.5,72.7,40.8,4497,214.1,3.3,2.3,5.2,9.9
Jul-1982,5359,1060.8,6419.9,474.6,6.9,6.1,8.2,60.6,56.4,72.6,40.7,4501.2,223.4,3.5,2.4,5.4,10.1
Aug-1982,5340.7,1075.9,6416.6,483.9,7,6.5,7.9,60.5,56.3,72.2,40.9,4557.4,236.8,3.7,2.5,5.6,10.4
Sep-1982,5333.4,1067.6,6401,513.8,7.4,6.9,8.4,60.6,56.1,72,40.6,4463.3,236.5,3.7,2.6,5.5,10.9
Oct-1982,5301.8,1101.1,6402.9,579.2,8.3,7.5,9.6,61.1,56,71.9,40.6,4468.7,271.2,4.2,3.1,6.2,12.2
Nov-1982,5268.3,1077.4,6345.8,603.2,8.7,8.1,9.7,60.7,55.4,71.2,40.2,4522.1,284.3,4.5,3.4,6.3,12.8
Dec-1982,5198.2,1097.4,6295.7,653.4,9.4,9,10.1,60.6,54.9,70.3,40.1,4411.5,274.4,4.4,3.1,6.5,13.4
Jan-1983,5199,1095.9,6294.8,645.5,9.3,9.1,9.7,60.5,54.8,70,40.1,4612.3,262.6,4.2,2.9,6.3,13.1
Feb-1983,5184.6,1104.9,6289.5,672.5,9.7,9.3,10.3,60.5,54.7,69.8,40,4484,270.3,4.3,3.1,6.3,13.5
Mar-1983,5160.9,1095.3,6256.1,691.4,10,9.7,10.3,60.3,54.3,69.3,39.8,4473.6,281.2,4.5,3.3,6.5,14
Apr-1983,5167.3,1065.7,6233,704.3,10.2,10.1,10.3,60.1,54,69,39.5,4572.3,263.5,4.2,2.9,6.4,14
May-1983,5188.1,1075.9,6264,721.1,10.3,10.1,10.7,60.5,54.2,69,39.9,4561.1,290.1,4.6,3.4,6.7,14.5
Jun-1983,5191.1,1080.1,6271.2,712.6,10.2,10.1,10.4,60.3,54.2,68.9,39.9,4612.9,286.5,4.6,3.2,6.8,14.3
Jul-1983,5202.9,1074.1,6277,737,10.5,10.4,10.6,60.5,54.2,68.7,40,4607.2,276.7,4.4,3.1,6.5,14.5
Aug-1983,5202.2,1080.9,6283.2,715.2,10.2,10.1,10.5,60.3,54.1,68.8,39.9,4678.2,273.9,4.4,2.9,6.7,14.1
Sep-1983,5262.2,1054.7,6316.8,728.4,10.3,10,10.9,60.6,54.3,69.1,40,4544.2,271.1,4.3,3,6.5,14.2
Oct-1983,5242.4,1074.9,6317.3,702.6,10,9.8,10.4,60.3,54.3,69,40,4649,256.5,4.1,2.8,6.2,13.7
Nov-1983,5263.1,1091.3,6354.3,679.1,9.7,9.5,9.9,60.4,54.5,69.2,40.3,4650.9,255.5,4,2.7,6.2,13.3
Dec-1983,5274.4,1104.6,6379,666.4,9.5,9.2,9.8,60.4,54.7,69.4,40.4,4521.7,239.3,3.8,2.5,5.8,12.9
Jan-1984,5273,1104.6,6377.7,669.4,9.5,9.4,9.7,60.3,54.6,69.3,40.3,4719.4,253.1,4,2.6,6.2,13.1
Feb-1984,5282.5,1109.7,6392.2,662.1,9.4,9.1,9.9,60.3,54.6,69.4,40.2,4604.1,250.7,3.9,2.5,6.2,12.9
Mar-1984,5328.3,1119.7,6448.1,654,9.2,8.8,9.8,60.6,55,69.9,40.6,4520.1,253.9,3.9,2.7,6,12.8
Apr-1984,5319.4,1134.8,6454.2,667.4,9.4,8.9,10.2,60.7,55,69.6,40.7,4587.1,261.6,4.1,2.7,6.3,13
May-1984,5339.6,1140,6479.7,635.9,8.9,8.7,9.3,60.5,55.1,69.7,40.9,4632.2,255.5,3.9,2.6,6.1,12.5
Jun-1984,5363.8,1137.9,6501.7,650.6,9.1,8.7,9.7,60.7,55.2,69.8,41.1,4643.1,250.8,3.9,2.5,6.1,12.6
Jul-1984,5358.8,1152.1,6510.9,636.7,8.9,8.6,9.5,60.6,55.2,69.8,41,4668.1,255.6,3.9,2.6,6.2,12.5
Aug-1984,5373.2,1135,6508.2,630.3,8.8,8.8,8.9,60.5,55.1,69.5,41.1,4738.7,246.4,3.8,2.5,6,12.3
Sep-1984,5365.9,1172,6537.9,625.8,8.7,8.6,9,60.6,55.3,69.5,41.5,4625.4,253.3,3.9,2.6,5.9,12.3
Oct-1984,5372.6,1162.1,6534.8,622.4,8.7,8.5,9,60.4,55.2,69.4,41.3,4712.7,254.6,3.9,2.6,6.1,12.3
Nov-1984,5399.1,1151,6550.1,622.6,8.7,8.3,9.3,60.5,55.2,69.5,41.3,4715.3,248.2,3.8,2.5,5.9,12.1
Dec-1984,5408.8,1145,6553.8,610.4,8.5,8.3,8.9,60.3,55.2,69.3,41.5,4617.6,232,3.5,2.2,5.8,11.8
Jan-1985,5409,1154.3,6563.3,613.7,8.6,8.3,8.9,60.3,55.1,69.3,41.5,4790.7,247.8,3.8,2.4,6,12
Feb-1985,5439.9,1186.4,6626.3,606.9,8.4,8.1,8.9,60.7,55.6,69.6,41.9,4650.8,256.1,3.9,2.6,5.9,11.9
Mar-1985,5444.6,1156.9,6601.5,626.4,8.7,8.5,9,60.5,55.3,69.3,41.7,4610.5,237.8,3.6,2.2,5.8,12
Apr-1985,5434.6,1176.2,6610.8,606.5,8.4,8.2,8.7,60.4,55.3,69.4,41.6,4754,238.4,3.6,2.3,5.8,11.7
May-1985,5457,1189.3,6646.3,607.6,8.4,8.2,8.7,60.6,55.5,69.5,41.9,4708.5,227.7,3.4,2,5.8,11.5
Jun-1985,5467.1,1193.1,6660.2,624.4,8.6,8.4,8.8,60.7,55.5,69.4,42.1,4726.2,227.9,3.4,2,5.7,11.7
Jul-1985,5482.9,1202.8,6685.7,605,8.3,8.2,8.5,60.7,55.7,69.3,42.4,4742,235.8,3.5,2.2,5.6,11.5
Aug-1985,5521.1,1206.5,6727.6,597.5,8.2,8,8.5,60.9,55.9,69.8,42.4,4783.1,239.6,3.6,2.2,5.8,11.4
Sep-1985,5551.7,1220,6771.6,593.5,8.1,7.7,8.7,61.1,56.2,70.2,42.5,4646.6,234,3.5,2.1,5.6,11.2
Oct-1985,5524.2,1232,6756.2,575.5,7.8,7.4,8.5,60.7,56,69.8,42.5,4767.5,242.8,3.6,2.3,5.6,11.2
Nov-1985,5597.5,1257.9,6855.4,592.1,8,7.4,8.8,61.6,56.7,70.6,43.1,4671,243.1,3.5,2.4,5.4,11.2
Dec-1985,5591.4,1231.1,6822.5,576,7.8,7.3,8.6,61,56.3,70,43,4617,230.4,3.4,2.1,5.3,10.9
Jan-1986,5630.6,1240.1,6870.7,581.7,7.8,7.4,8.4,61.4,56.6,70.3,43.3,4763.1,242.3,3.5,2.3,5.5,11.1
Feb-1986,5654.8,1237.4,6892.2,599.6,8,7.5,8.8,61.6,56.7,70.1,43.5,4637,255.9,3.7,2.4,5.7,11.4
Mar-1986,5639.5,1263.8,6903.3,594.5,7.9,7.5,8.6,61.5,56.6,70.2,43.5,4582.5,257.2,3.7,2.4,5.8,11.4
Apr-1986,5652.9,1318.5,6971.4,598.1,7.9,7.5,8.5,62,57.1,70.3,44.3,4601.3,280.2,4,2.6,6.3,11.6
May-1986,5654.6,1310.5,6965.1,593.1,7.8,7.4,8.5,61.8,57,70.1,44.2,4655.2,269,3.9,2.5,5.9,11.4
Jun-1986,5687.2,1318.2,7005.4,580.6,7.7,7.2,8.3,61.9,57.2,70.5,44.2,4678.2,283.6,4,2.6,6.3,11.4
Jul-1986,5651.6,1335.9,6987.5,617,8.1,7.7,8.7,62,56.9,69.9,44.3,4683.2,279.7,4,2.5,6.3,11.8
Aug-1986,5669.2,1300.1,6969.3,625.8,8.2,7.8,8.9,61.8,56.7,69.9,43.9,4775.7,277.6,4,2.6,6.2,11.9
Sep-1986,5673.7,1320.5,6994.2,636.3,8.3,7.9,9,62,56.8,69.9,44.1,4639.3,282.5,4,2.5,6.4,12
Oct-1986,5687.4,1331.4,7018.8,636.1,8.3,8,8.8,62.1,56.9,69.6,44.5,4713.4,272.6,3.9,2.6,5.8,11.9
Nov-1986,5677.3,1330.8,7008.2,635.9,8.3,8.1,8.6,61.9,56.7,69.4,44.4,4738.2,292.3,4.2,2.7,6.5,12.1
Dec-1986,5662.7,1361.7,7024.4,641.1,8.4,8.2,8.6,61.9,56.7,69.5,44.3,4605.9,298.4,4.2,2.7,6.6,12.3
Jan-1987,5671.4,1354.2,7025.6,626.5,8.2,8,8.5,61.7,56.7,69.3,44.3,4828.2,290,4.1,2.7,6.2,12
Feb-1987,5688.6,1368,7056.6,631.3,8.2,7.9,8.7,61.9,56.8,69.4,44.6,4702.4,294.6,4.2,2.8,6.3,12
Mar-1987,5696.9,1374,7070.9,651.5,8.4,8.1,9,62,56.8,69.6,44.4,4611.1,297.2,4.2,2.7,6.4,12.3
Apr-1987,5711,1373.6,7084.6,641.3,8.3,7.8,9,62,56.8,69.5,44.5,4707.1,299.4,4.2,2.8,6.4,12.2
May-1987,5709.2,1380.7,7089.9,633.5,8.2,7.9,8.6,61.8,56.8,69.3,44.5,4751.2,307.5,4.3,2.8,6.7,12.2
Jun-1987,5729.7,1395.7,7125.5,620.4,8,7.8,8.3,61.9,57,69.6,44.6,4779,315.9,4.4,2.9,6.7,12.1
Jul-1987,5776.2,1394.8,7171.1,630.4,8.1,7.8,8.6,62.3,57.2,69.9,44.9,4745.5,313.1,4.4,2.8,6.7,12.1
Aug-1987,5731.9,1417.6,7149.6,630.7,8.1,7.6,8.8,62,57,69.6,44.6,4856.8,324.2,4.5,2.9,7,12.3
Sep-1987,5733.5,1404.1,7137.5,600.1,7.8,7.5,8.2,61.6,56.8,69.3,44.6,4787,308.8,4.3,2.7,6.8,11.7
Oct-1987,5766.2,1401.1,7167.2,630.5,8.1,7.9,8.4,61.9,56.9,69.1,45,4831.6,308.5,4.3,2.6,6.8,12
Nov-1987,5729,1428.3,7157.3,616.6,7.9,7.6,8.4,61.6,56.7,69,44.8,4868.1,313.2,4.4,2.7,6.9,12
Dec-1987,5803.7,1430.9,7234.6,605.9,7.7,7.4,8.3,62,57.2,69.6,45.2,4689.1,312.9,4.3,2.8,6.6,11.7
Jan-1988,5850.9,1445.5,7296.4,602.8,7.6,7.2,8.3,62.4,57.6,70,45.5,4848.7,321.3,4.4,3,6.6,11.7
Feb-1988,5857.4,1424.6,7282,583.4,7.4,7,8,62,57.4,69.8,45.3,4795.9,317,4.4,2.9,6.5,11.4
Mar-1988,5879.9,1450.7,7330.6,594.9,7.5,7.1,8.1,62.3,57.7,70.1,45.6,4669.1,300.7,4.1,2.5,6.5,11.3
Apr-1988,5906.7,1453.2,7359.9,632.5,7.9,7.4,8.6,62.8,57.8,70.2,45.8,4704.4,305.6,4.2,2.5,6.7,11.7
May-1988,5893.8,1449.4,7343.2,591.2,7.5,7,8.1,62.2,57.6,69.9,45.6,4805.5,261.7,3.6,2.2,5.7,10.7
Jun-1988,5900,1460.9,7360.9,602.8,7.6,7.1,8.3,62.3,57.6,70,45.6,4827,314.3,4.3,2.6,6.8,11.5
Jul-1988,5920.9,1457,7377.9,535,6.8,6.5,7.1,61.8,57.7,70.1,45.5,4892.7,290.9,3.9,2.4,6.3,10.4
Aug-1988,5939.8,1468.5,7408.3,563.5,7.1,6.6,7.7,62.2,57.8,69.9,46.1,4922.5,287.1,3.9,2.4,6,10.7
Sep-1988,5965.6,1485.6,7451.2,555.2,6.9,6.5,7.5,62.4,58.1,70.1,46.3,4776.8,293.1,3.9,2.5,6,10.6
Oct-1988,6011.5,1454.9,7466.4,546.3,6.8,6.5,7.4,62.3,58.1,70.1,46.3,4871.7,297.7,4,2.4,6.3,10.5
Nov-1988,6000.4,1487.3,7487.8,530.2,6.6,6.1,7.3,62.3,58.1,70.4,46.2,4882.2,293.5,3.9,2.4,6.2,10.3
Dec-1988,6009.5,1511.9,7521.4,551.6,6.8,6.4,7.5,62.6,58.3,70.4,46.6,4715.4,323.2,4.3,2.7,6.6,10.8
Jan-1989,6026.9,1526.1,7553.1,551.8,6.8,6.3,7.6,62.7,58.5,70.5,46.8,4905.8,309.4,4.1,2.4,6.6,10.6
Feb-1989,6063,1542.2,7605.3,540.7,6.6,6.3,7.2,62.9,58.8,70.7,47.1,4777.1,320.1,4.2,2.5,6.8,10.6
Mar-1989,6083.9,1539.5,7623.4,516.1,6.3,5.9,6.9,62.8,58.8,70.8,47.2,4780.8,302.3,4,2.4,6.3,10.1
Apr-1989,6117.1,1538.6,7655.7,506.1,6.2,5.7,6.9,62.9,59,71.1,47.2,4786.6,306.3,4,2.4,6.4,10
May-1989,6134.6,1576.7,7711.4,516.7,6.3,5.7,7.1,63.3,59.3,71.3,47.7,4760.5,313.4,4.1,2.4,6.5,10.1
Jun-1989,6144.9,1565.7,7710.7,493.3,6,5.6,6.6,63,59.2,71.2,47.7,4830.4,301,3.9,2.2,6.4,9.7
Jul-1989,6145.1,1590.2,7735.3,497.9,6,5.6,6.7,63.2,59.3,71.3,47.7,4813.2,317.6,4.1,2.5,6.5,9.9
Aug-1989,6166.9,1607.4,7774.4,491.4,5.9,5.5,6.6,63.3,59.6,71.4,48,4871.1,327,4.2,2.5,6.7,9.9
Sep-1989,6153.7,1630,7783.7,499.6,6,5.6,6.6,63.4,59.5,71.3,48.1,4732.2,348.4,4.5,2.9,6.7,10.2
Oct-1989,6174.7,1617.3,7792,490.7,5.9,5.4,6.7,63.3,59.5,71.3,48.1,4830.5,321.1,4.1,2.5,6.5,9.8
Nov-1989,6214.5,1630.2,7844.6,481.8,5.8,5.3,6.5,63.5,59.8,71.6,48.4,4805.5,333.9,4.3,2.7,6.5,9.8
Dec-1989,6188.9,1640.8,7829.8,486.3,5.8,5.5,6.4,63.3,59.6,71.1,48.4,4696.6,340.1,4.3,2.7,6.6,9.9
Jan-1990,6206,1633.2,7839.3,510.4,6.1,5.7,6.7,63.5,59.6,71.2,48.3,4894.3,354.1,4.5,2.8,7,10.4
Feb-1990,6201.9,1644.6,7846.5,535.8,6.4,5.9,7.1,63.7,59.6,71,48.5,4773.6,338.5,4.3,2.7,6.6,10.4
Mar-1990,6212,1648.9,7860.9,518.3,6.2,5.9,6.6,63.5,59.6,70.9,48.6,4765.5,346.8,4.4,2.9,6.6,10.3
Apr-1990,6202,1664,7866.1,527.1,6.3,6.1,6.5,63.6,59.6,70.9,48.6,4783.6,352.3,4.5,3,6.5,10.5
May-1990,6233.2,1666.4,7899.6,549.6,6.5,6.3,6.8,63.9,59.7,71.1,48.8,4764.7,358.5,4.5,3,6.7,10.7
Jun-1990,6233,1667.1,7900.1,559.1,6.6,6.3,7.1,63.9,59.7,70.9,48.7,4799.4,365.4,4.6,3.1,6.8,10.9
Jul-1990,6230.7,1667.6,7898.3,602.7,7.1,6.9,7.3,64.1,59.6,70.6,48.9,4768.2,373.5,4.7,3.2,6.9,11.5
Aug-1990,6214.1,1654.7,7868.8,611.6,7.2,7,7.5,63.9,59.3,70.4,48.5,4877.5,378.8,4.8,3.2,7.1,11.7
Sep-1990,6196.1,1648.1,7844.3,624.5,7.4,7.3,7.5,63.7,59,70.2,48.2,4755.1,407.6,5.2,3.6,7.5,12.2
Oct-1990,6151.7,1677.9,7829.6,647.4,7.6,7.6,7.7,63.7,58.9,69.8,48.2,4851.3,410.5,5.2,3.6,7.6,12.5
Nov-1990,6133.2,1676.7,7809.9,674.2,7.9,8.2,7.7,63.7,58.6,69.4,48.2,4868,429.6,5.5,3.7,8,13
Dec-1990,6130.4,1682.5,7812.9,681.1,8,8.1,7.9,63.7,58.6,69.3,48.2,4722,440.5,5.6,3.9,8,13.2
Jan-1991,6083.4,1663.7,7747.1,710.2,8.4,8.5,8.3,63.3,58,68.6,47.7,4948.9,441.7,5.7,4,8.1,13.6
Feb-1991,6043.4,1714.5,7757.9,731.6,8.6,8.8,8.4,63.5,58,68.6,47.8,4852.2,469.5,6.1,4.5,8.2,14.1
Mar-1991,5997.3,1704,7701.3,778.7,9.2,9.4,8.8,63.4,57.5,68,47.4,4849.5,491.9,6.4,4.8,8.7,15
Apr-1991,5975.5,1720.5,7696,842,9.9,10.1,9.5,63.7,57.4,67.6,47.5,4832.2,504.7,6.6,4.8,9,15.8
May-1991,5980.9,1713.2,7694,807.9,9.5,9.7,9.2,63.4,57.4,67.6,47.4,4905,454.7,5.9,4.3,8.1,14.9
Jun-1991,5946.2,1712.8,7659.1,807.5,9.5,9.9,9,63,57,67.1,47.3,4993.6,522.6,6.8,5.1,9.2,15.7
Jul-1991,5923.7,1703.7,7627.3,818.4,9.7,10.1,9.1,62.8,56.7,66.6,47.1,5065,535.4,7,5.2,9.6,16
Aug-1991,5931,1707.1,7638.1,828.8,9.8,10.3,9.1,62.9,56.7,66.7,47.1,5043.3,517.4,6.8,4.9,9.4,15.9
Sep-1991,5934.5,1710.8,7645.4,852.6,10,10.4,9.5,63.1,56.7,66.7,47.1,4908.5,516.7,6.8,5.1,9,16.1
Oct-1991,5939.5,1676.7,7616.2,845,10,10.5,9.2,62.7,56.5,66.4,46.8,5061.1,515.7,6.8,5.2,9,16.1
Nov-1991,5858.8,1738.3,7597.1,862.8,10.2,10.6,9.7,62.7,56.3,66.4,46.5,5079.3,529.4,7,5.2,9.4,16.5
Dec-1991,5897.5,1719.3,7616.8,891.1,10.5,10.9,9.9,63,56.4,66.2,46.8,4894.5,521.4,6.8,5,9.4,16.6
Jan-1992,5896.1,1736.6,7632.7,881,10.3,10.8,9.8,62.9,56.4,66.2,46.9,5063.2,541.7,7.1,5.2,9.7,16.7
Feb-1992,5883.9,1766.3,7650.1,888.5,10.4,10.9,9.8,63,56.5,66.2,47,4968.8,565.1,7.4,5.6,9.9,17
Mar-1992,5868.3,1762.6,7630.9,894.9,10.5,11,9.8,62.8,56.2,66,46.8,4985.4,559,7.3,5.5,9.9,17.1
Apr-1992,5851.2,1773.4,7624.5,891.7,10.5,11,9.8,62.7,56.2,66,46.7,5038.7,583.8,7.7,5.8,10.2,17.3
May-1992,5843.6,1777.3,7621,905.4,10.6,11.2,9.8,62.7,56.1,65.9,46.6,5054.8,585.7,7.7,5.9,10.1,17.5
Jun-1992,5828.7,1804.8,7633.5,925.4,10.8,11.4,10,62.9,56.1,65.8,46.8,5066.4,578.9,7.6,5.6,10.2,17.6
Jul-1992,5842.8,1808.6,7651.4,958,11.1,11.8,10.1,63.3,56.2,65.8,46.9,5037.8,590.2,7.7,5.7,10.5,18
Aug-1992,5837.5,1833,7670.5,921.3,10.7,11.4,9.8,63.1,56.3,65.9,47,5123.5,603.2,7.9,6,10.4,17.7
Sep-1992,5821.6,1813.8,7635.3,906.9,10.6,11.2,9.8,62.6,56,65.5,46.8,5015.4,612.7,8,5.9,10.9,17.8
Oct-1992,5813,1831.3,7644.3,953.6,11.1,11.8,10.1,63,56,65.5,46.8,5086.5,605,7.9,5.8,10.8,18.1
Nov-1992,5779.2,1790.2,7569.4,948.6,11.1,12,9.9,62.4,55.4,64.7,46.4,5180.6,598.1,7.9,5.7,10.8,18.2
Dec-1992,5811.1,1788.4,7599.5,960.2,11.2,11.8,10.4,62.6,55.6,65,46.5,5004.1,590.9,7.8,5.6,10.7,18.1
Jan-1993,5849.2,1801.6,7650.7,929.6,10.8,11.6,9.8,62.7,55.9,65.3,46.8,5150.4,596.2,7.8,5.7,10.6,17.8
Feb-1993,5821.3,1760.7,7581.9,938.5,11,11.8,9.9,62.2,55.3,64.7,46.3,5129,585.2,7.7,5.6,10.6,17.9
Mar-1993,5860.3,1771,7631.4,929.6,10.9,11.5,10,62.4,55.6,65.1,46.5,5097.4,596.1,7.8,5.8,10.6,17.8
Apr-1993,5857.6,1754.3,7611.9,918.4,10.8,11.7,9.4,62.2,55.5,64.8,46.4,5230.5,594,7.8,5.7,10.6,17.7
